1.wav,"3 wide, on the inside"
2.wav,"3 wide, you're on the inside"
3.wav,"3 wide, on the inside"
4.wav,"you're on the bottom, 3 wide"
5.wav,"3 wide, on the bottom"
6.wav,"you're on the bottom, 3 wide"
7.wav,"3 wide, on the inside"
8.wav,"3 wide, on the inside, easy"
