1.wav,"Alright, Pace Car is in next time."
2.wav,"Pace Car in next time."
3.wav,"Alright, one more pace lap."
4.wav,"Pace Car's lights are out."
5_male.wav,"Alright, man, the lights are out."
6.wav,"One more to go."
7.wav,"Pace Car is in this time."
8.wav,"Pace Car's in this time."
9.wav,"Alright, the lights are out!"
10.wav,"Alright, lights are out."
11.wav,"Okay, the lights are out!"
