1.wav,"clear outside"
10.wav,"clear to the top"
12.wav,"clear outside"
13.wav,"clear outside"
15.wav,"clear to the top, clear outside"
16.wav,"clear high"
17.wav,"clear outside"
2.wav,"clear, clear to the outside"
3.wav,"clear outside"
4.wav,"clear high"
5.wav,"clear high"
6.wav,"clear, clear high"
7.wav,"clear high"
8.wav,"outside is clear"
9.wav,"clear to the wall"
